Block,Weight,WeightFactor,HybridEnergy,ENumer,EDenom,ETotal,E1Body,E2Body
125,1.0000000000000000e+03,9.9982335740199483e+02,-4.2935545886569626e-01,-1.1324971111367236e+03,1.0000000000000000e+03,-1.1324971111367237e+00,-1.7657888081789519e+00,6.3329169704222843e-01
126,9.9999851624098039e+02,9.9982335740199483e+02,-4.3054790539945326e-01,-1.1328547048188525e+03,9.9999851624098039e+02,-1.1328563857047327e+00,-1.7657888081789517e+00,6.3293242247421910e-01
127,1.0001117712689997e+03,9.9982335740199483e+02,-4.5423880154170981e-01,-1.1326118340783783e+03,1.0001117712689997e+03,-1.1324852547643298e+00,-1.7657888081789521e+00,6.3330355341462230e-01
128,1.0000338396602207e+03,9.9982335740199483e+02,-4.3995536545558067e-01,-1.1327765429613146e+03,1.0000338396602207e+03,-1.1327382114851190e+00,-1.7657888081789515e+00,6.3305059669383257e-01
129,1.0001283382591223e+03,9.9982335740199483e+02,-4.5986817426512572e-01,-1.1326367484242580e+03,1.0001283382591223e+03,-1.1324914064486835e+00,-1.7657888081789519e+00,6.3329740173026827e-01
130,1.0000000000000000e+03,1.0000736365878026e+03,-4.5003705909174047e-01,-1.1327399449364600e+03,1.0000000000000000e+03,-1.1327399449364601e+00,-1.7657888081789519e+00,6.3304886324249199e-01
131,1.0000274806577172e+03,1.0000736365878026e+03,-4.5654884745591712e-01,-1.1326549117776913e+03,1.0000274806577172e+03,-1.1326237865310913e+00,-1.7657888081789519e+00,6.3316502164786082e-01
132,1.0000876771238020e+03,1.0000736365878026e+03,-4.6965728753398039e-01,-1.1324892353453042e+03,1.0000876771238020e+03,-1.1323899506514088e+00,-1.7657888081789519e+00,6.3339885752754299e-01
133,9.9997553342795675e+02,1.0000736365878026e+03,-4.4846452140085297e-01,-1.1326903953759559e+03,9.9997553342795675e+02,-1.1327181091051770e+00,-1.7657888081789517e+00,6.3307069907377489e-01
134,9.9994600032328708e+02,1.0000736365878026e+03,-4.4432561987365859e-01,-1.1324883833927597e+03,9.9994600032328708e+02,-1.1325495407018189e+00,-1.7657888081789517e+00,6.3323926747713277e-01
135,9.9999999999999989e+02,9.9994058248855117e+02,-4.4452508037342525e-01,-1.1328026544426534e+03,9.9999999999999989e+02,-1.1328026544426535e+00,-1.7657888081789515e+00,6.3298615373629830e-01
136,1.0000560423181676e+03,9.9994058248855117e+02,-4.5696949592648423e-01,-1.1326018541033998e+03,1.0000560423181676e+03,-1.1325383840269452e+00,-1.7657888081789521e+00,6.3325042415200661e-01
137,1.0000191610914790e+03,9.9994058248855117e+02,-4.5063430468217514e-01,-1.1325974745147510e+03,1.0000191610914790e+03,-1.1325757731267552e+00,-1.7657888081789519e+00,6.3321303505219673e-01
138,1.0000630457549422e+03,9.9994058248855117e+02,-4.6042939688520906e-01,-1.1324464654733524e+03,1.0000630457549422e+03,-1.1323750740319325e+00,-1.7657888081789519e+00,6.3341373414701940e-01
139,9.9992138621803053e+02,9.9994058248855117e+02,-4.3324938766155957e-01,-1.1327563587476225e+03,9.9992138621803053e+02,-1.1328454160101618e+00,-1.7657888081789519e+00,6.3294339216879003e-01
140,1.0000000000000000e+03,9.9995575259576162e+02,-4.4128244201496203e-01,-1.1332851283011678e+03,1.0000000000000000e+03,-1.1332851283011678e+00,-1.7657888081789517e+00,6.3250367987778422e-01
141,1.0000352428705015e+03,9.9995575259576162e+02,-4.4935401696879551e-01,-1.1333912514630806e+03,1.0000352428705015e+03,-1.1333513089096678e+00,-1.7657888081789519e+00,6.3243749926928394e-01
142,1.0000469073909237e+03,9.9995575259576162e+02,-4.5285304612297206e-01,-1.1333491542538202e+03,1.0000469073909237e+03,-1.1332959942955834e+00,-1.7657888081789517e+00,6.3249281388336831e-01
143,9.9992703947798907e+02,9.9995575259576162e+02,-4.3058233110685495e-01,-1.1332004179986786e+03,9.9992703947798907e+02,-1.1332831029254542e+00,-1.7657888081789517e+00,6.3250570525349759e-01
144,1.0000318136769891e+03,9.9995575259576162e+02,-4.5256463262238511e-01,-1.1336888037206932e+03,1.0000318136769891e+03,-1.1336527380586667e+00,-1.7657888081789519e+00,6.3213607012028517e-01
145,1.0000000000000000e+03,9.9998903638242984e+02,-4.4524532472258260e-01,-1.1336286821988015e+03,1.0000000000000000e+03,-1.1336286821988015e+00,-1.7657888081789519e+00,6.3216012598015026e-01
146,1.0000738398423001e+03,9.9998903638242984e+02,-4.6124934556069824e-01,-1.1335946577484319e+03,1.0000738398423001e+03,-1.1335109594779387e+00,-1.7657888081789521e+00,6.3227784870101322e-01
147,1.0000373832152036e+03,9.9998903638242984e+02,-4.5504107367105645e-01,-1.1333211505637296e+03,1.0000373832152036e+03,-1.1332787849590258e+00,-1.7657888081789517e+00,6.3251002321992622e-01
148,1.0000204703218253e+03,9.9998903638242984e+02,-4.5299054584327836e-01,-1.1336327812871045e+03,1.0000204703218253e+03,-1.1336095759342608e+00,-1.7657888081789519e+00,6.3217923224469119e-01
149,1.0000636147286041e+03,9.9998903638242984e+02,-4.6303208867045426e-01,-1.1337508061762123e+03,1.0000636147286041e+03,-1.1336786875141820e+00,-1.7657888081789521e+00,6.3211012066477013e-01
150,9.9999999999999989e+02,9.9993404829918848e+02,-4.3869848606659789e-01,-1.1337301056478391e+03,9.9999999999999989e+02,-1.1337301056478390e+00,-1.7657888081789517e+00,6.3205870253111285e-01
151,1.0001279623589912e+03,9.9993404829918848e+02,-4.6559472314373790e-01,-1.1340240510061453e+03,1.0001279623589912e+03,-1.1338789571799741e+00,-1.7657888081789519e+00,6.3190985099897812e-01
152,1.0000234319504641e+03,9.9993404829918848e+02,-4.4661585584745150e-01,-1.1341769994229517e+03,1.0000234319504641e+03,-1.1341504240663960e+00,-1.7657888081789519e+00,6.3163838411255580e-01
153,9.9997082822824018e+02,9.9993404829918848e+02,-4.3751459483172139e-01,-1.1342737875192340e+03,9.9997082822824018e+02,-1.1343068772605631e+00,-1.7657888081789521e+00,6.3148193091838900e-01
154,1.0000289702241670e+03,9.9993404829918848e+02,-4.5064035145909492e-01,-1.1345945195901936e+03,1.0000289702241670e+03,-1.1345616510848304e+00,-1.7657888081789521e+00,6.3122715709412169e-01
155,1.0000000000000000e+03,9.9995458482142749e+02,-4.3786982096428934e-01,-1.1351351995088896e+03,1.0000000000000000e+03,-1.1351351995088896e+00,-1.7657888081789519e+00,6.3065360867006226e-01
156,1.0002277730609788e+03,9.9995458482142749e+02,-4.8440173040473039e-01,-1.1351318969978809e+03,1.0002277730609788e+03,-1.1348734034089629e+00,-1.7657888081789517e+00,6.3091540476998909e-01
157,1.0000725803513802e+03,9.9995458482142749e+02,-4.5496551239518701e-01,-1.1346556129410587e+03,1.0000725803513802e+03,-1.1345732652148028e+00,-1.7657888081789521e+00,6.3121554296414895e-01
158,1.0000216936457114e+03,9.9995458482142749e+02,-4.4647917217366240e-01,-1.1354562878864617e+03,1.0000216936457114e+03,-1.1354316562343818e+00,-1.7657888081789519e+00,6.3035715194456998e-01
159,9.9998245232214765e+02,9.9995458482142749e+02,-4.4024590078412568e-01,-1.1358314254636693e+03,9.9998245232214765e+02,-1.1358513570173703e+00,-1.7657888081789517e+00,6.2993745116158140e-01
160,1.0000000000000002e+03,1.0000071586521256e+03,-4.4770511070465990e-01,-1.1360364436363423e+03,1.0000000000000002e+03,-1.1360364436363419e+00,-1.7657888081789517e+00,6.2975236454260963e-01
161,1.0000014663425994e+03,1.0000071586521256e+03,-4.4985258543538303e-01,-1.1360167693401381e+03,1.0000014663425994e+03,-1.1360151035527983e+00,-1.7657888081789519e+00,6.2977370462615379e-01
162,9.9994741291224307e+02,1.0000071586521256e+03,-4.4097273154645295e-01,-1.1366462230054385e+03,9.9994741291224307e+02,-1.1367059990635651e+00,-1.7657888081789519e+00,6.2908280911538705e-01
163,1.0000032532709768e+03,1.0000071586521256e+03,-4.5405743394441872e-01,-1.1362334468624654e+03,1.0000032532709768e+03,-1.1362297503991954e+00,-1.7657888081789521e+00,6.2955905777975685e-01
164,1.0000739117747405e+03,1.0000071586521256e+03,-4.6981555517436696e-01,-1.1356585740365638e+03,1.0000739117747405e+03,-1.1355746416994454e+00,-1.7657888081789517e+00,6.3021416647950612e-01
165,1.0000000000000000e+03,9.9991396277472791e+02,-4.3987155712160064e-01,-1.1357071831743488e+03,1.0000000000000000e+03,-1.1357071831743488e+00,-1.7657888081789515e+00,6.3008162500460296e-01
166,1.0000462881114821e+03,9.9991396277472791e+02,-4.5303053472757759e-01,-1.1353239257078958e+03,1.0000462881114821e+03,-1.1352713761398745e+00,-1.7657888081789519e+00,6.3051743203907706e-01
167,1.0000345655080401e+03,9.9991396277472791e+02,-4.5263238432485792e-01,-1.1355943950695919e+03,1.0000345655080401e+03,-1.1355551440291309e+00,-1.7657888081789519e+00,6.3023366414982096e-01
168,1.0000676994029247e+03,9.9991396277472791e+02,-4.6078443123152174e-01,-1.1355597358100320e+03,1.0000676994029247e+03,-1.1354828642980876e+00,-1.7657888081789521e+00,6.3030594388086425e-01
169,1.0001079743634622e+03,9.9991396277472791e+02,-4.7027375820993245e-01,-1.1351265415273531e+03,1.0001079743634622e+03,-1.1350039901939850e+00,-1.7657888081789519e+00,6.3078481798496699e-01
170,1.0000000000000000e+03,9.9993941471315850e+02,-4.3843136460227755e-01,-1.1355972370887828e+03,1.0000000000000000e+03,-1.1355972370887828e+00,-1.7657888081789519e+00,6.3019157109016899e-01
171,1.0000870248000133e+03,9.9993941471315850e+02,-4.5740732791994027e-01,-1.1358933751652446e+03,1.0000870248000133e+03,-1.1357945328731651e+00,-1.7657888081789519e+00,6.2999427530578689e-01
172,1.0001576779292740e+03,9.9993941471315850e+02,-4.7307698666177356e-01,-1.1364508566056520e+03,1.0001576779292740e+03,-1.1362716916382218e+00,-1.7657888081789519e+00,6.2951711654072995e-01
173,1.0001100746997961e+03,9.9993941471315850e+02,-4.6539559725762231e-01,-1.1361967676227207e+03,1.0001100746997961e+03,-1.1360717148697597e+00,-1.7657888081789519e+00,6.2971709330919234e-01
174,1.0000493933055511e+03,9.9993941471315850e+02,-4.5475234292484012e-01,-1.1353594738417316e+03,1.0000493933055511e+03,-1.1353033974541280e+00,-1.7657888081789517e+00,6.3048541072482400e-01
175,1.0000000000000000e+03,1.0000058161709276e+03,-4.4765032329974802e-01,-1.1356343574416408e+03,1.0000000000000000e+03,-1.1356343574416408e+00,-1.7657888081789519e+00,6.3015445073731102e-01
176,1.0000098425159108e+03,1.0000058161709276e+03,-4.5185670201661221e-01,-1.1352333332940784e+03,1.0000098425159108e+03,-1.1352221598519077e+00,-1.7657888081789517e+00,6.3056664832704412e-01
177,1.0000345222386047e+03,1.0000058161709276e+03,-4.5841590936278631e-01,-1.1349339897354960e+03,1.0000345222386047e+03,-1.1348948106260524e+00,-1.7657888081789517e+00,6.3089399755289954e-01
178,1.0000366935654544e+03,1.0000058161709276e+03,-4.6046229919208653e-01,-1.1345828470553483e+03,1.0000366935654544e+03,-1.1345412166929529e+00,-1.7657888081789519e+00,6.3124759148599896e-01
179,9.9999831550983208e+02,1.0000058161709276e+03,-4.5443013353223943e-01,-1.1342897409104892e+03,9.9999831550983208e+02,-1.1342916516136239e+00,-1.7657888081789519e+00,6.3149715656532801e-01
180,1.0000000000000000e+03,9.9998127791715103e+02,-4.5286922306763427e-01,-1.1343099234546592e+03,1.0000000000000000e+03,-1.1343099234546592e+00,-1.7657888081789519e+00,6.3147888472429281e-01
181,9.9995568791250025e+02,9.9998127791715103e+02,-4.4570205587793299e-01,-1.1344939722095687e+03,9.9995568791250025e+02,-1.1345442462334800e+00,-1.7657888081789517e+00,6.3124456194547152e-01
182,9.9998066175957115e+02,9.9998127791715103e+02,-4.5221762645908675e-01,-1.1343362702246106e+03,9.9998066175957115e+02,-1.1343582067163447e+00,-1.7657888081789519e+00,6.3143060146260732e-01
183,1.0000003173678508e+03,9.9998127791715103e+02,-4.5804699289650030e-01,-1.1341537845669418e+03,1.0000003173678508e+03,-1.1341534246231069e+00,-1.7657888081789521e+00,6.3163538355584525e-01
184,9.9987786466344460e+02,9.9998127791715103e+02,-4.3524589959115201e-01,-1.1345780112271882e+03,9.9987786466344460e+02,-1.1347166002210511e+00,-1.7657888081789517e+00,6.3107220795790053e-01
185,1.0000000000000000e+03,9.9995507955354879e+02,-4.5237263793900706e-01,-1.1344072326224054e+03,1.0000000000000000e+03,-1.1344072326224055e+00,-1.7657888081789517e+00,6.3138157555654606e-01
186,9.9995605936339257e+02,9.9995507955354879e+02,-4.4510792308686420e-01,-1.1355121353382526e+03,9.9995605936339257e+02,-1.1355620326568747e+00,-1.7657888081789517e+00,6.3022677552207662e-01
187,9.9991786730355307e+02,9.9995507955354879e+02,-4.3949916105353820e-01,-1.1358637162532896e+03,9.9991786730355307e+02,-1.1359570154660177e+00,-1.7657888081789519e+00,6.2983179271293432e-01
188,9.9998314892621261e+02,9.9995507955354879e+02,-4.5411596749734345e-01,-1.1367749621963453e+03,9.9998314892621261e+02,-1.1367941183979156e+00,-1.7657888081789519e+00,6.2899468978103623e-01
189,9.9994683731732721e+02,9.9995507955354879e+02,-4.4865562007672721e-01,-1.1375019536823540e+03,9.9994683731732721e+02,-1.1375624295528168e+00,-1.7657888081789517e+00,6.2822637862613506e-01
190,1.0000000000000000e+03,9.9995091054768261e+02,-4.5136307129148218e-01,-1.1370990473492598e+03,1.0000000000000000e+03,-1.1370990473492597e+00,-1.7657888081789519e+00,6.2868976082969219e-01
191,9.9994345411748384e+02,9.9995091054768261e+02,-4.4226287592057900e-01,-1.1367893204189104e+03,9.9994345411748384e+02,-1.1368536048092861e+00,-1.7657888081789521e+00,6.2893520336966602e-01
192,9.9993240802923992e+02,9.9995091054768261e+02,-4.4199187412678814e-01,-1.1360357609276857e+03,9.9993240802923992e+02,-1.1361125530141494e+00,-1.7657888081789519e+00,6.2967625516480275e-01
193,1.0000240294362345e+03,9.9995091054768261e+02,-4.6211988233799595e-01,-1.1363049268925120e+03,1.0000240294362345e+03,-1.1362776227818308e+00,-1.7657888081789521e+00,6.2951118539712159e-01
194,9.9993925626458349e+02,9.9995091054768261e+02,-4.4675861776251391e-01,-1.1361641933671654e+03,9.9993925626458349e+02,-1.1362332124167918e+00,-1.7657888081789519e+00,6.2955559576215991e-01
195,1.0000000000000002e+03,9.9992805570875066e+02,-4.4619795177996119e-01,-1.1362525664381408e+03,1.0000000000000002e+03,-1.1362525664381407e+00,-1.7657888081789517e+00,6.2953624174081102e-01
196,1.0000434818411188e+03,9.9992805570875066e+02,-4.5658480699398968e-01,-1.1355056807543992e+03,1.0000434818411188e+03,-1.1354563090235728e+00,-1.7657888081789517e+00,6.3033249915537870e-01
197,9.9998402932304543e+02,9.9992805570875066e+02,-4.4657706596199076e-01,-1.1357627597805676e+03,9.9998402932304543e+02,-1.1357808989703961e+00,-1.7657888081789521e+00,6.3000790920855587e-01
198,1.0000608985373256e+03,9.9992805570875066e+02,-4.6363515451604431e-01,-1.1351055166209430e+03,1.0000608985373256e+03,-1.1350363945647028e+00,-1.7657888081789519e+00,6.3075241361424916e-01
199,1.0000651372316986e+03,9.9992805570875066e+02,-4.6639681739568262e-01,-1.1350740823707533e+03,1.0000651372316986e+03,-1.1350001516029005e+00,-1.7657888081789517e+00,6.3078865657605143e-01
200,1.0000000000000001e+03,1.0000012528010914e+03,-4.5568464302803102e-01,-1.1350624240110928e+03,1.0000000000000001e+03,-1.1350624240110927e+00,-1.7657888081789517e+00,6.3072638416785898e-01
201,9.9995277996370999e+02,1.0000012528010914e+03,-4.4828345012492332e-01,-1.1351850579170450e+03,9.9995277996370999e+02,-1.1352386639279535e+00,-1.7657888081789521e+00,6.3055014425099831e-01
202,9.9990495348622858e+02,1.0000012528010914e+03,-4.4068331055083348e-01,-1.1346597768916176e+03,9.9990495348622858e+02,-1.1347676325990370e+00,-1.7657888081789521e+00,6.3102117557991522e-01
203,9.9998778561063705e+02,1.0000012528010914e+03,-4.5868982108194073e-01,-1.1344317161626595e+03,9.9998778561063705e+02,-1.1344455727225959e+00,-1.7657888081789523e+00,6.3134323545635596e-01
204,9.9984571205480768e+02,1.0000012528010914e+03,-4.3217513671492686e-01,-1.1343559196262581e+03,9.9984571205480768e+02,-1.1345309640774628e+00,-1.7657888081789519e+00,6.3125784410148933e-01
205,1.0000000000000000e+03,9.9998829296950225e+02,-4.6186958100654191e-01,-1.1346221856531818e+03,1.0000000000000000e+03,-1.1346221856531817e+00,-1.7657888081789519e+00,6.3116662252577005e-01
206,9.9988167432286184e+02,9.9998829296950225e+02,-4.3996486308232458e-01,-1.1344433531950292e+03,9.9988167432286184e+02,-1.1345776028581531e+00,-1.7657888081789515e+00,6.3121120532079866e-01
207,1.0000022530890151e+03,9.9998829296950225e+02,-4.6557514030020608e-01,-1.1342441495522842e+03,1.0000022530890151e+03,-1.1342415940050083e+00,-1.7657888081789521e+00,6.3154721417394377e-01
208,9.9994995342906634e+02,9.9998829296950225e+02,-4.5648078275292936e-01,-1.1340311050774371e+03,9.9994995342906634e+02,-1.1340878622860819e+00,-1.7657888081789517e+00,6.3170094589286963e-01
209,9.9990355556468921e+02,9.9998829296950225e+02,-4.4892378944768835e-01,-1.1344983283186266e+03,9.9990355556468921e+02,-1.1346077549228495e+00,-1.7657888081789521e+00,6.3118105325610252e-01
210,1.0000000000000000e+03,9.9981791828649943e+02,-4.3392125499460760e-01,-1.1348196518541936e+03,1.0000000000000000e+03,-1.1348196518541935e+00,-1.7657888081789519e+00,6.3096915632475825e-01
211,9.9998407852927016e+02,9.9981791828649943e+02,-4.3291570869681861e-01,-1.1349115292165575e+03,9.9998407852927016e+02,-1.1349295989649477e+00,-1.7657888081789519e+00,6.3085920921400407e-01
212,1.0001253804695104e+03,9.9981791828649943e+02,-4.6285809830378233e-01,-1.1352793571814018e+03,1.0001253804695104e+03,-1.1351370331672246e+00,-1.7657888081789519e+00,6.3065177501172731e-01
213,1.0000766659868301e+03,9.9981791828649943e+02,-4.5516074160529540e-01,-1.1352120149190478e+03,1.0000766659868301e+03,-1.1351249894415565e+00,-1.7657888081789519e+00,6.3066381873739530e-01
214,1.0000773928925375e+03,9.9981791828649943e+02,-4.5680776012774715e-01,-1.1355939164869924e+03,1.0000773928925375e+03,-1.1355060363903424e+00,-1.7657888081789519e+00,6.3028277178860970e-01
215,1.0000000000000000e+03,9.9996491807657708e+02,-4.3641721401029354e-01,-1.1354882161555165e+03,1.0000000000000000e+03,-1.1354882161555164e+00,-1.7657888081789519e+00,6.3030059202343525e-01
216,1.0001207669456533e+03,9.9996491807657708e+02,-4.6215220375023702e-01,-1.1361725593535150e+03,1.0001207669456533e+03,-1.1360353638324709e+00,-1.7657888081789521e+00,6.2975344434648117e-01
217,1.0000757420724581e+03,9.9996491807657708e+02,-4.5488968876875502e-01,-1.1359737111881370e+03,1.0000757420724581e+03,-1.1358876767014241e+00,-1.7657888081789521e+00,6.2990113147752780e-01
218,9.9999858252617923e+02,9.9996491807657708e+02,-4.4110280952472242e-01,-1.1360970188825286e+03,9.9999858252617923e+02,-1.1360986292725934e+00,-1.7657888081789519e+00,6.2969017890635859e-01
219,1.0000392471327071e+03,9.9996491807657708e+02,-4.5094929656034383e-01,-1.1359443110239706e+03,1.0000392471327071e+03,-1.1358997302165168e+00,-1.7657888081789519e+00,6.2988907796243510e-01
220,1.0000000000000000e+03,9.9996152651827992e+02,-4.3726479813891411e-01,-1.1356269763639225e+03,1.0000000000000000e+03,-1.1356269763639226e+00,-1.7657888081789517e+00,6.3016183181502938e-01
221,1.0001149552179800e+03,9.9996152651827992e+02,-4.6171209665885654e-01,-1.1357671945521549e+03,1.0001149552179800e+03,-1.1356366471938308e+00,-1.7657888081789517e+00,6.3015216098512095e-01
222,1.0000731701229710e+03,9.9996152651827992e+02,-4.5567281846240143e-01,-1.1361825122311011e+03,1.0000731701229710e+03,-1.1360993836994886e+00,-1.7657888081789521e+00,6.2968942447946319e-01
223,1.0000686683235526e+03,9.9996152651827992e+02,-4.5659727959901364e-01,-1.1364999627660541e+03,1.0000686683235526e+03,-1.1364219265775077e+00,-1.7657888081789519e+00,6.2936688160144438e-01
224,1.0000436572184943e+03,9.9996152651827992e+02,-4.5378779612242703e-01,-1.1365256296701482e+03,1.0000436572184943e+03,-1.1364760142884789e+00,-1.7657888081789519e+00,6.2931279389047323e-01
225,9.9999999999999989e+02,1.0001009048126425e+03,-4.6715885556490089e-01,-1.1362824912797023e+03,9.9999999999999989e+02,-1.1362824912797023e+00,-1.7657888081789519e+00,6.2950631689924963e-01
226,9.9995143366236084e+02,1.0001009048126425e+03,-4.5879878501519211e-01,-1.1361721202137410e+03,9.9995143366236084e+02,-1.1362273026125547e+00,-1.7657888081789521e+00,6.2956150556639767e-01
227,9.9990611666686482e+02,1.0001009048126425e+03,-4.5158035436307059e-01,-1.1360496873474531e+03,9.9990611666686482e+02,-1.1361563534928818e+00,-1.7657888081789521e+00,6.2963245468607021e-01
228,9.9994833266197202e+02,1.0001009048126425e+03,-4.6172161716354498e-01,-1.1360552180407713e+03,9.9994833266197202e+02,-1.1361139180226121e+00,-1.7657888081789519e+00,6.2967489015633993e-01
229,9.9991851189202794e+02,1.0001009048126425e+03,-4.5760610519432610e-01,-1.1358832510613515e+03,9.9991851189202794e+02,-1.1359758195815912e+00,-1.7657888081789519e+00,6.2981298859736046e-01
230,1.0000000000000000e+03,9.9998831052893559e+02,-4.7292786617965055e-01,-1.1364667144274515e+03,1.0000000000000000e+03,-1.1364667144274516e+00,-1.7657888081789519e+00,6.2932209375150039e-01
231,9.9996727576222008e+02,9.9998831052893559e+02,-4.6793795032277435e-01,-1.1366025222457467e+03,9.9996727576222008e+02,-1.1366397179141461e+00,-1.7657888081789519e+00,6.2914909026480614e-01
232,9.9989239644234294e+02,9.9998831052893559e+02,-4.5465022907618724e-01,-1.1359358997143386e+03,9.9989239644234294e+02,-1.1360581436122965e+00,-1.7657888081789519e+00,6.2973066456665516e-01
233,9.9998825040475936e+02,9.9998831052893559e+02,-4.7534562348231246e-01,-1.1356692345116189e+03,9.9998825040475936e+02,-1.1356825783222362e+00,-1.7657888081789519e+00,6.3010622985671583e-01
234,9.9981986086608549e+02,9.9998831052893559e+02,-4.4346565717122471e-01,-1.1354125592529504e+03,9.9981986086608549e+02,-1.1356171283389078e+00,-1.7657888081789521e+00,6.3017167984004441e-01
235,1.0000000000000000e+03,9.9981473249917974e+02,-4.4435773580731858e-01,-1.1356092662558212e+03,1.0000000000000000e+03,-1.1356092662558213e+00,-1.7657888081789519e+00,6.3017954192313075e-01
236,1.0000013235027084e+03,9.9981473249917974e+02,-4.4629688505850190e-01,-1.1355568645806852e+03,1.0000013235027084e+03,-1.1355553616700884e+00,-1.7657888081789515e+00,6.3023344650886326e-01
237,9.9996995749159942e+02,9.9981473249917974e+02,-4.4199266863709596e-01,-1.1354167392061217e+03,9.9996995749159942e+02,-1.1354508509978511e+00,-1.7657888081789519e+00,6.3033795718110064e-01
238,1.0000701747898165e+03,9.9981473249917974e+02,-4.6336924415160874e-01,-1.1355116393974499e+03,1.0000701747898165e+03,-1.1354319606982568e+00,-1.7657888081789517e+00,6.3035684748069487e-01
239,1.0000545187804606e+03,9.9981473249917974e+02,-4.6214544296572935e-01,-1.1350307378915440e+03,1.0000545187804606e+03,-1.1349688607733939e+00,-1.7657888081789517e+00,6.3081994740555780e-01
240,9.9999999999999989e+02,9.9999156983462933e+02,-4.5128379051055062e-01,-1.1351588516299773e+03,9.9999999999999989e+02,-1.1351588516299773e+00,-1.7657888081789519e+00,6.3062995654897458e-01
241,1.0000356182169808e+03,9.9999156983462933e+02,-4.5996626831424264e-01,-1.1351426431221462e+03,1.0000356182169808e+03,-1.1351022128052353e+00,-1.7657888081789523e+00,6.3068659537371674e-01
242,9.9997846773552715e+02,9.9999156983462933e+02,-4.5072253925900940e-01,-1.1351497471414757e+03,9.9997846773552715e+02,-1.1351741900123578e+00,-1.7657888081789517e+00,6.3061461816659392e-01
243,9.9999284203324396e+02,9.9999156983462933e+02,-4.5525917129778759e-01,-1.1351327008940486e+03,9.9999284203324396e+02,-1.1351408261943459e+00,-1.7657888081789519e+00,6.3064798198460603e-01
244,9.9990529103226493e+02,9.9999156983462933e+02,-4.4031333157004021e-01,-1.1348288901950564e+03,9.9990529103226493e+02,-1.1349363788479421e+00,-1.7657888081789519e+00,6.3085242933100993e-01
245,1.0000000000000000e+03,9.9999507416036681e+02,-4.6139164010472544e-01,-1.1353152511855155e+03,1.0000000000000000e+03,-1.1353152511855156e+00,-1.7657888081789515e+00,6.3047355699343621e-01
246,1.0000172437335143e+03,9.9999507416036681e+02,-4.6615743000140319e-01,-1.1358420266005205e+03,1.0000172437335143e+03,-1.1358224407810322e+00,-1.7657888081789519e+00,6.2996636739791956e-01
247,9.9993421817788067e+02,9.9999507416036681e+02,-4.5124241460985426e-01,-1.1360022454946384e+03,9.9993421817788067e+02,-1.1360769787083658e+00,-1.7657888081789519e+00,6.2971182947058624e-01
248,9.9992594877989950e+02,9.9999507416036681e+02,-4.5146221136680559e-01,-1.1357897395031432e+03,9.9992594877989950e+02,-1.1358738523477898e+00,-1.7657888081789519e+00,6.2991495583116230e-01
249,9.9988169924395754e+02,9.9999507416036681e+02,-4.4438288565152617e-01,-1.1362627471873311e+03,9.9988169924395754e+02,-1.1363971838333431e+00,-1.7657888081789521e+00,6.2939162434560902e-01
