Block,Weight,WeightFactor,HybridEnergy,ENumer,EDenom,ETotal,E1Body,E2Body
375,1.0000000000000000e+03,9.9994289221222277e+02,-4.5354933070780296e-01,-1.1349929377898072e+03,1.0000000000000000e+03,-1.1349929377898071e+00,-1.7657888081789519e+00,6.3079587038914475e-01
376,9.9993836737166146e+02,9.9994289221222277e+02,-4.4319478529746392e-01,-1.1351062076848762e+03,9.9993836737166146e+02,-1.1351761715759576e+00,-1.7657888081789521e+00,6.3061263660299449e-01
377,9.9981440239208177e+02,9.9994289221222277e+02,-4.2052866567274783e-01,-1.1351740347861191e+03,9.9981440239208177e+02,-1.1353847594815456e+00,-1.7657888081789519e+00,6.3040404869740629e-01
378,1.0000322353343126e+03,9.9994289221222277e+02,-4.6559310066843662e-01,-1.1351470777047825e+03,1.0000322353343126e+03,-1.1351104870387512e+00,-1.7657888081789519e+00,6.3067832114020084e-01
379,9.9995963568898401e+02,9.9994289221222277e+02,-4.5315171133885462e-01,-1.1350688719789400e+03,9.9995963568898401e+02,-1.1351146901013300e+00,-1.7657888081789521e+00,6.3067411807762186e-01
380,1.0000000000000000e+03,9.9994574885481268e+02,-4.5207601703828487e-01,-1.1351133670825902e+03,1.0000000000000000e+03,-1.1351133670825904e+00,-1.7657888081789517e+00,6.3067544109636164e-01
381,1.0000412835394164e+03,9.9994574885481268e+02,-4.6237820952187036e-01,-1.1349271538136802e+03,1.0000412835394164e+03,-1.1348803019380023e+00,-1.7657888081789517e+00,6.3090850624094974e-01
382,9.9998329518302273e+02,9.9994574885481268e+02,-4.5312511846280451e-01,-1.1350584156774055e+03,9.9998329518302273e+02,-1.1350773769372422e+00,-1.7657888081789519e+00,6.3071143124170959e-01
383,9.9995128073839862e+02,9.9994574885481268e+02,-4.4903401540872606e-01,-1.1349666857292939e+03,9.9995128073839862e+02,-1.1350219831622150e+00,-1.7657888081789519e+00,6.3076682501673709e-01
384,9.9997036438100452e+02,9.9994574885481268e+02,-4.5521529079737838e-01,-1.1355364950668009e+03,9.9997036438100452e+02,-1.1355701483910612e+00,-1.7657888081789519e+00,6.3021865978789093e-01
385,9.9999999999999989e+02,9.9996205863854175e+02,-4.5542747931444372e-01,-1.1359428807395157e+03,9.9999999999999989e+02,-1.1359428807395158e+00,-1.7657888081789517e+00,6.2984592743943613e-01
386,1.0000264232608133e+03,9.9996205863854175e+02,-4.6274016203683610e-01,-1.1355050884404534e+03,1.0000264232608133e+03,-1.1354750854861226e+00,-1.7657888081789523e+00,6.3031372269282948e-01
387,9.9997042951389358e+02,9.9996205863854175e+02,-4.5370391269413468e-01,-1.1356862457881307e+03,9.9997042951389358e+02,-1.1357198295755719e+00,-1.7657888081789517e+00,6.3006897860337985e-01
388,9.9990037544719235e+02,9.9996205863854175e+02,-4.4238886260053067e-01,-1.1353596206809520e+03,9.9990037544719235e+02,-1.1354727416450638e+00,-1.7657888081789521e+00,6.3031606653388828e-01
389,9.9992175142564042e+02,9.9996205863854175e+02,-4.4891102812446870e-01,-1.1353618232690278e+03,9.9992175142564042e+02,-1.1354506706652630e+00,-1.7657888081789517e+00,6.3033813751368872e-01
390,1.0000000000000000e+03,9.9995234906352346e+02,-4.5670145755273850e-01,-1.1350451785569785e+03,1.0000000000000000e+03,-1.1350451785569786e+00,-1.7657888081789519e+00,6.3074362962197350e-01
391,9.9997078239160328e+02,9.9995234906352346e+02,-4.5276741805435355e-01,-1.1347365874648001e+03,9.9997078239160328e+02,-1.1347697427227634e+00,-1.7657888081789523e+00,6.3101906545618869e-01
392,9.9995920094673806e+02,9.9995234906352346e+02,-4.5235204511042137e-01,-1.1342606004687179e+03,9.9995920094673806e+02,-1.1343068791154944e+00,-1.7657888081789517e+00,6.3148192906345735e-01
393,9.9996887564193685e+02,9.9995234906352346e+02,-4.5647384128449009e-01,-1.1342979848152258e+03,9.9996887564193685e+02,-1.1343332902107133e+00,-1.7657888081789521e+00,6.3145551796823851e-01
394,9.9991231354777892e+02,9.9995234906352346e+02,-4.4750206344333004e-01,-1.1344976129626430e+03,9.9991231354777892e+02,-1.1345971017571965e+00,-1.7657888081789521e+00,6.3119170642175559e-01
395,1.0000000000000001e+03,9.9998677361219984e+02,-4.6383107535796070e-01,-1.1339620515789532e+03,1.0000000000000001e+03,-1.1339620515789530e+00,-1.7657888081789517e+00,6.3182675659999876e-01
396,9.9987649229215390e+02,9.9998677361219984e+02,-4.4112570194082423e-01,-1.1339572760874398e+03,9.9987649229215390e+02,-1.1340973458511003e+00,-1.7657888081789519e+00,6.3169146232785134e-01
397,9.9984288962723031e+02,9.9998677361219984e+02,-4.3631413691222304e-01,-1.1335293269401834e+03,9.9984288962723031e+02,-1.1337074441393438e+00,-1.7657888081789517e+00,6.3208136403960768e-01
398,9.9984993040859968e+02,9.9998677361219984e+02,-4.3970647664658258e-01,-1.1332104741176186e+03,9.9984993040859968e+02,-1.1333805600751701e+00,-1.7657888081789517e+00,6.3240824810378171e-01
399,9.9976843458903477e+02,9.9998677361219984e+02,-4.2581674869891767e-01,-1.1337407845161435e+03,9.9976843458903477e+02,-1.1340033804749792e+00,-1.7657888081789523e+00,6.3178542770397272e-01
400,1.0000000000000000e+03,9.9987023977152921e+02,-4.4787865427804879e-01,-1.1338889620306836e+03,1.0000000000000000e+03,-1.1338889620306836e+00,-1.7657888081789519e+00,6.3189984614826822e-01
401,9.9997893264994104e+02,9.9987023977152921e+02,-4.4564854755506617e-01,-1.1339575268590097e+03,9.9997893264994104e+02,-1.1339814168424787e+00,-1.7657888081789519e+00,6.3180739133647335e-01
402,1.0000437648563051e+03,9.9987023977152921e+02,-4.6038767654531565e-01,-1.1337085109831810e+03,1.0000437648563051e+03,-1.1336588965644738e+00,-1.7657888081789517e+00,6.3212991161447796e-01
403,9.9996642457446035e+02,9.9987023977152921e+02,-4.4694365438291184e-01,-1.1335201326722986e+03,9.9996642457446035e+02,-1.1335581923709814e+00,-1.7657888081789521e+00,6.3223061580797069e-01
404,9.9995566974108942e+02,9.9987023977152921e+02,-4.4654533479301045e-01,-1.1338317546400949e+03,9.9995566974108942e+02,-1.1338820199236121e+00,-1.7657888081789517e+00,6.3190678825533964e-01
405,9.9999999999999989e+02,9.9998203828352212e+02,-4.5343722023681304e-01,-1.1339764857578334e+03,9.9999999999999989e+02,-1.1339764857578334e+00,-1.7657888081789517e+00,6.3181232242111807e-01
406,1.0000206190358130e+03,9.9998203828352212e+02,-4.5903939165743507e-01,-1.1338344031035417e+03,1.0000206190358130e+03,-1.1338110250134119e+00,-1.7657888081789519e+00,6.3197778316553999e-01
407,9.9995857773321040e+02,9.9998203828352212e+02,-4.4845436341136902e-01,-1.1344161319874606e+03,9.9995857773321040e+02,-1.1344631240216467e+00,-1.7657888081789519e+00,6.3132568415730506e-01
408,1.0000021247650075e+03,9.9998203828352212e+02,-4.5881720249399038e-01,-1.1343733040890722e+03,1.0000021247650075e+03,-1.1343708938174917e+00,-1.7657888081789519e+00,6.3141791436146044e-01
409,9.9987530235310328e+02,9.9998203828352212e+02,-4.3638980857159054e-01,-1.1345198961029223e+03,9.9987530235310328e+02,-1.1346613857077448e+00,-1.7657888081789521e+00,6.3112742247120723e-01
410,1.0000000000000001e+03,9.9997864570969307e+02,-4.5872714942998200e-01,-1.1348080085772301e+03,1.0000000000000001e+03,-1.1348080085772299e+00,-1.7657888081789517e+00,6.3098079960172171e-01
411,9.9992440098353859e+02,9.9997864570969307e+02,-4.4600188661355555e-01,-1.1349898077048510e+03,9.9992440098353859e+02,-1.1350756183052044e+00,-1.7657888081789521e+00,6.3071318987374747e-01
412,9.9989989887283082e+02,9.9997864570969307e+02,-4.4323466323949634e-01,-1.1351920178296830e+03,9.9989989887283082e+02,-1.1353056632062515e+00,-1.7657888081789521e+00,6.3048314497270064e-01
413,9.9991670155454653e+02,9.9997864570969307e+02,-4.4824608294733997e-01,-1.1357230468802832e+03,9.9991670155454653e+02,-1.1358176587255737e+00,-1.7657888081789519e+00,6.2997114945337840e-01
414,9.9988670888437343e+02,9.9997864570969307e+02,-4.4406962851138548e-01,-1.1359284467879759e+03,9.9988670888437343e+02,-1.1360571519701381e+00,-1.7657888081789519e+00,6.2973165620881377e-01
415,1.0000000000000000e+03,9.9992375148239898e+02,-4.5314589947214157e-01,-1.1356272716716876e+03,1.0000000000000000e+03,-1.1356272716716875e+00,-1.7657888081789517e+00,6.3016153650726436e-01
416,9.9995556051040876e+02,9.9992375148239898e+02,-4.4617341224434082e-01,-1.1363071315139309e+03,9.9995556051040876e+02,-1.1363576306670309e+00,-1.7657888081789519e+00,6.2943117751192090e-01
417,9.9995267161964182e+02,9.9992375148239898e+02,-4.4777612655353949e-01,-1.1366332798972671e+03,9.9995267161964182e+02,-1.1366870774556173e+00,-1.7657888081789519e+00,6.2910173072333486e-01
418,9.9998497882775371e+02,9.9992375148239898e+02,-4.5617351153537589e-01,-1.1361586157059196e+03,9.9998497882775371e+02,-1.1361756823965470e+00,-1.7657888081789521e+00,6.2961312578240525e-01
419,9.9994954321246246e+02,9.9992375148239898e+02,-4.5095625531283812e-01,-1.1354530121655966e+03,9.9994954321246246e+02,-1.1355103063678718e+00,-1.7657888081789517e+00,6.3027850181108003e-01
420,1.0000000000000000e+03,9.9996764021538138e+02,-4.5653688494455619e-01,-1.1349491755188128e+03,1.0000000000000000e+03,-1.1349491755188128e+00,-1.7657888081789517e+00,6.3083963266013898e-01
421,9.9991413426046086e+02,9.9996764021538138e+02,-4.4141288693284092e-01,-1.1350411005722026e+03,9.9991413426046086e+02,-1.1351385700850025e+00,-1.7657888081789521e+00,6.3065023809394938e-01
422,9.9998199829608939e+02,9.9996764021538138e+02,-4.5682147362271519e-01,-1.1351027078738434e+03,9.9998199829608939e+02,-1.1351231420245482e+00,-1.7657888081789519e+00,6.3066566615440367e-01
423,1.0000285024744239e+03,9.9996764021538138e+02,-4.6755601586917955e-01,-1.1352062915836161e+03,1.0000285024744239e+03,-1.1351739363175295e+00,-1.7657888081789519e+00,6.3061487186142218e-01
424,9.9989795909777467e+02,9.9996764021538138e+02,-4.4322836653351805e-01,-1.1350082573959101e+03,9.9989795909777467e+02,-1.1351240864818324e+00,-1.7657888081789519e+00,6.3066472169711929e-01
425,1.0000000000000001e+03,1.0000108540940843e+03,-4.6781461364405652e-01,-1.1351258876803818e+03,1.0000000000000001e+03,-1.1351258876803816e+00,-1.7657888081789519e+00,6.3066292049857009e-01
426,9.9992070254580983e+02,1.0000108540940843e+03,-4.5372602392547839e-01,-1.1350721270501786e+03,9.9992070254580983e+02,-1.1351621425181733e+00,-1.7657888081789519e+00,6.3062666566077874e-01
427,9.9992925345275034e+02,1.0000108540940843e+03,-4.5772215706182745e-01,-1.1345388193918152e+03,9.9992925345275034e+02,-1.1346190897748605e+00,-1.7657888081789521e+00,6.3116971840409175e-01
428,1.0000077445413926e+03,1.0000108540940843e+03,-4.7547353445467966e-01,-1.1348640726460426e+03,1.0000077445413926e+03,-1.1348552837123234e+00,-1.7657888081789521e+00,6.3093352446662854e-01
429,9.9990693580713446e+02,1.0000108540940843e+03,-4.5749390159044923e-01,-1.1340362476342689e+03,9.9990693580713446e+02,-1.1341417956250739e+00,-1.7657888081789519e+00,6.3164701255387823e-01
430,1.0000000000000000e+03,9.9983437965776841e+02,-4.4488418326606455e-01,-1.1340342042544949e+03,1.0000000000000000e+03,-1.1340342042544949e+00,-1.7657888081789517e+00,6.3175460392445704e-01
431,1.0000174916098545e+03,9.9983437965776841e+02,-4.5011288783962811e-01,-1.1346014940989198e+03,1.0000174916098545e+03,-1.1345816484393774e+00,-1.7657888081789521e+00,6.3120715973957453e-01
432,1.0000868984506944e+03,9.9983437965776841e+02,-4.6593605696190454e-01,-1.1344976704175745e+03,1.0000868984506944e+03,-1.1343990928939329e+00,-1.7657888081789519e+00,6.3138971528501897e-01
433,9.9999627271697591e+02,9.9983437965776841e+02,-4.4954941701789147e-01,-1.1337219942973741e+03,9.9999627271697591e+02,-1.1337262200158680e+00,-1.7657888081789521e+00,6.3206258816308414e-01
434,9.9999900014335617e+02,9.9983437965776841e+02,-4.5210454309296522e-01,-1.1339340807683129e+03,9.9999900014335617e+02,-1.1339352145409709e+00,-1.7657888081789519e+00,6.3185359363798088e-01
435,1.0000000000000002e+03,1.0000071699937581e+03,-4.5559891396729324e-01,-1.1344405793704113e+03,1.0000000000000002e+03,-1.1344405793704111e+00,-1.7657888081789519e+00,6.3134822880854080e-01
436,9.9997513809735847e+02,1.0000071699937581e+03,-4.5267050945964538e-01,-1.1343904324591890e+03,9.9997513809735847e+02,-1.1344186362648787e+00,-1.7657888081789521e+00,6.3137017191407352e-01
437,9.9998515167704613e+02,1.0000071699937581e+03,-4.5643427068560394e-01,-1.1343263777436948e+03,9.9998515167704613e+02,-1.1343432208381783e+00,-1.7657888081789519e+00,6.3144558734077361e-01
438,1.0000485663027391e+03,1.0000071699937581e+03,-4.7067104202850030e-01,-1.1343337285652324e+03,1.0000485663027391e+03,-1.1342786408453704e+00,-1.7657888081789517e+00,6.3151016733358134e-01
439,9.9998659826002586e+02,1.0000071699937581e+03,-4.5973886299574124e-01,-1.1347923826697227e+03,9.9998659826002586e+02,-1.1348075910659789e+00,-1.7657888081789521e+00,6.3098121711297306e-01
440,9.9999999999999977e+02,1.0000524104856136e+03,-4.7441574478313447e-01,-1.1348418418135427e+03,9.9999999999999977e+02,-1.1348418418135431e+00,-1.7657888081789519e+00,6.3094696636540903e-01
441,9.9987604830845271e+02,1.0000524104856136e+03,-4.5153683003844231e-01,-1.1339848597168975e+03,9.9987604830845271e+02,-1.1341254364831763e+00,-1.7657888081789517e+00,6.3166337169577569e-01
442,9.9984792523892042e+02,1.0000524104856136e+03,-4.4766785355098843e-01,-1.1336762210291940e+03,9.9984792523892042e+02,-1.1338486507918637e+00,-1.7657888081789517e+00,6.3194015738708820e-01
443,9.9982416277800348e+02,1.0000524104856136e+03,-4.4478610562933685e-01,-1.1335432313548686e+03,9.9982416277800348e+02,-1.1337425855015624e+00,-1.7657888081789521e+00,6.3204622267738986e-01
444,9.9976796140632200e+02,1.0000524104856136e+03,-4.3548644320416663e-01,-1.1335148065832525e+03,9.9976796140632200e+02,-1.1337778868096511e+00,-1.7657888081789517e+00,6.3201092136930059e-01
445,1.0000000000000000e+03,9.9988290518418478e+02,-4.6009974584160757e-01,-1.1342786250294951e+03,1.0000000000000000e+03,-1.1342786250294952e+00,-1.7657888081789519e+00,6.3151018314945695e-01
446,9.9991230936799275e+02,9.9988290518418478e+02,-4.4439385644743884e-01,-1.1343153196070284e+03,9.9991230936799275e+02,-1.1344147971575496e+00,-1.7657888081789521e+00,6.3137401102140267e-01
447,9.9986995181502016e+02,9.9988290518418478e+02,-4.3873716067609236e-01,-1.1350048526096807e+03,9.9986995181502016e+02,-1.1351524771290067e+00,-1.7657888081789521e+00,6.3063633104994532e-01
448,9.9994504280401134e+02,9.9988290518418478e+02,-4.5516479537447951e-01,-1.1355577956027009e+03,9.9994504280401134e+02,-1.1356202061049365e+00,-1.7657888081789519e+00,6.3016860207401537e-01
449,1.0000213624424068e+03,9.9988290518418478e+02,-4.7213562441248674e-01,-1.1350710816813889e+03,1.0000213624424068e+03,-1.1350468343087619e+00,-1.7657888081789521e+00,6.3074197387019015e-01
450,1.0000000000000000e+03,9.9990491343033273e+02,-4.5089457191836413e-01,-1.1353261082390504e+03,1.0000000000000000e+03,-1.1353261082390504e+00,-1.7657888081789519e+00,6.3046269993990134e-01
451,9.9999047918667850e+02,9.9990491343033273e+02,-4.5051018168208179e-01,-1.1349316470194926e+03,9.9999047918667850e+02,-1.1349424525947145e+00,-1.7657888081789519e+00,6.3084635558423763e-01
452,9.9992279245271061e+02,9.9990491343033273e+02,-4.3921038921104638e-01,-1.1347229812703422e+03,9.9992279245271061e+02,-1.1348105972131910e+00,-1.7657888081789521e+00,6.3097821096576090e-01
453,9.9989662548021920e+02,9.9990491343033273e+02,-4.3617442897360670e-01,-1.1354278401385191e+03,9.9989662548021920e+02,-1.1355452265810062e+00,-1.7657888081789517e+00,6.3024358159794569e-01
454,9.9995095000871606e+02,9.9990491343033273e+02,-4.4891007113842413e-01,-1.1355902890043749e+03,9.9995095000871606e+02,-1.1356459924304052e+00,-1.7657888081789517e+00,6.3014281574854625e-01
455,1.0000000000000000e+03,9.9995879716540662e+02,-4.5222674673814434e-01,-1.1366845327560054e+03,1.0000000000000000e+03,-1.1366845327560053e+00,-1.7657888081789519e+00,6.2910427542294656e-01
456,9.9996068496787893e+02,9.9995879716540662e+02,-4.4699044875704891e-01,-1.1361427118447166e+03,9.9996068496787893e+02,-1.1361873810880996e+00,-1.7657888081789521e+00,6.2960142709085221e-01
457,9.9997821236896084e+02,9.9995879716540662e+02,-4.5225576564128561e-01,-1.1368856389380958e+03,9.9997821236896084e+02,-1.1369104095226230e+00,-1.7657888081789521e+00,6.2887839865632866e-01
458,9.9991014684886659e+02,9.9995879716540662e+02,-4.4090467886328166e-01,-1.1379012673131444e+03,9.9991014684886659e+02,-1.1380035205154637e+00,-1.7657888081789519e+00,6.2778528766348818e-01
459,9.9996599302498350e+02,9.9995879716540662e+02,-4.5426486752328876e-01,-1.1371025848732311e+03,9.9996599302498350e+02,-1.1371412556075007e+00,-1.7657888081789517e+00,6.2864755257145100e-01
460,1.0000000000000000e+03,9.9996969225660337e+02,-4.5680457005400033e-01,-1.1373000054022677e+03,1.0000000000000000e+03,-1.1373000054022677e+00,-1.7657888081789519e+00,6.2848880277668451e-01
461,1.0000280204802425e+03,9.9996969225660337e+02,-4.6446754213996344e-01,-1.1370193307516038e+03,1.0000280204802425e+03,-1.1369874718166137e+00,-1.7657888081789519e+00,6.2880133636233793e-01
462,1.0000363609434726e+03,9.9996969225660337e+02,-4.6821602787061811e-01,-1.1367973498883632e+03,1.0000363609434726e+03,-1.1367560163671100e+00,-1.7657888081789519e+00,6.2903279181184202e-01
463,9.9997721815480099e+02,9.9996969225660337e+02,-4.5833293560896832e-01,-1.1376730015579233e+03,9.9997721815480099e+02,-1.1376989204386116e+00,-1.7657888081789519e+00,6.2808988774033991e-01
464,9.9997982560387982e+02,9.9996969225660337e+02,-4.6048713277954478e-01,-1.1374764260066222e+03,9.9997982560387982e+02,-1.1374993743695874e+00,-1.7657888081789519e+00,6.2828943380936453e-01
465,1.0000000000000000e+03,9.9998728923725196e+02,-4.6406798381469000e-01,-1.1375471608248588e+03,1.0000000000000000e+03,-1.1375471608248588e+00,-1.7657888081789519e+00,6.2824164735409305e-01
466,9.9994975002933563e+02,9.9998728923725196e+02,-4.5586519572107986e-01,-1.1370665071207345e+03,9.9994975002933563e+02,-1.1371236475506656e+00,-1.7657888081789519e+00,6.2866516062828615e-01
467,9.9996660326078359e+02,9.9998728923725196e+02,-4.6131566190239537e-01,-1.1366343355741287e+03,9.9996660326078359e+02,-1.1366722967223968e+00,-1.7657888081789519e+00,6.2911651145655512e-01
468,9.9997024633344995e+02,9.9998728923725196e+02,-4.6382216886613986e-01,-1.1356596545620932e+03,9.9997024633344995e+02,-1.1356934456061769e+00,-1.7657888081789521e+00,6.3009536257277488e-01
469,9.9983694455871409e+02,9.9998728923725196e+02,-4.3959713138515044e-01,-1.1346554921675333e+03,9.9983694455871409e+02,-1.1348405340916088e+00,-1.7657888081789517e+00,6.3094827408734278e-01
470,1.0000000000000000e+03,9.9982727428976523e+02,-4.3993947770958292e-01,-1.1345070196377283e+03,1.0000000000000000e+03,-1.1345070196377283e+00,-1.7657888081789519e+00,6.3128178854122374e-01
471,9.9996026715615210e+02,9.9982727428976523e+02,-4.3489114361062059e-01,-1.1351793177978152e+03,9.9996026715615210e+02,-1.1352244234925661e+00,-1.7657888081789515e+00,6.3056438468638554e-01
472,1.0000127964454664e+03,9.9982727428976523e+02,-4.4802011221377780e-01,-1.1353966057268683e+03,1.0000127964454664e+03,-1.1353820768720380e+00,-1.7657888081789519e+00,6.3040673130691383e-01
473,1.0000477359436933e+03,9.9982727428976523e+02,-4.5701078207140683e-01,-1.1351201601086132e+03,1.0000477359436933e+03,-1.1350659766630631e+00,-1.7657888081789519e+00,6.3072283151588848e-01
474,9.9998903395181662e+02,9.9982727428976523e+02,-4.4689202953125901e-01,-1.1347040035494888e+03,9.9998903395181662e+02,-1.1347164469047200e+00,-1.7657888081789517e+00,6.3107236127423150e-01
475,1.0000000000000000e+03,9.9996805576832196e+02,-4.4483432027356878e-01,-1.1346441412360118e+03,1.0000000000000000e+03,-1.1346441412360118e+00,-1.7657888081789519e+00,6.3114466694293991e-01
476,1.0001194897680526e+03,9.9996805576832196e+02,-4.7054359874747698e-01,-1.1345536960893164e+03,1.0001194897680526e+03,-1.1344181447283281e+00,-1.7657888081789521e+00,6.3137066345062409e-01
477,1.0000071186080501e+03,9.9996805576832196e+02,-4.5000961864015954e-01,-1.1349444429063415e+03,1.0000071186080501e+03,-1.1349363637392063e+00,-1.7657888081789519e+00,6.3085244443974553e-01
478,1.0000144056545008e+03,9.9996805576832196e+02,-4.5374971116818619e-01,-1.1354404522671111e+03,1.0000144056545008e+03,-1.1354240957398760e+00,-1.7657888081789519e+00,6.3036471243907577e-01
479,9.9996513130840037e+02,9.9996805576832196e+02,-4.4603490428008613e-01,-1.1354334751843032e+03,9.9996513130840037e+02,-1.1354730676445186e+00,-1.7657888081789517e+00,6.3031574053443340e-01
480,1.0000000000000000e+03,9.9990888481084983e+02,-4.3764606386950416e-01,-1.1358771802498782e+03,1.0000000000000000e+03,-1.1358771802498782e+00,-1.7657888081789517e+00,6.2991162792907363e-01
481,1.0000663878276637e+03,9.9990888481084983e+02,-4.5282975485291138e-01,-1.1366529431078238e+03,1.0000663878276637e+03,-1.1365774881974109e+00,-1.7657888081789519e+00,6.2921131998154090e-01
482,9.9996357637966571e+02,9.9990888481084983e+02,-4.3530800274714898e-01,-1.1353858716915834e+03,9.9996357637966571e+02,-1.1354272280618556e+00,-1.7657888081789517e+00,6.3036158011709631e-01
483,1.0001245848018684e+03,9.9990888481084983e+02,-4.6930993415544026e-01,-1.1349565821324095e+03,1.0001245848018684e+03,-1.1348152014053849e+00,-1.7657888081789521e+00,6.3097360677356673e-01
484,9.9995419152529882e+02,9.9990888481084983e+02,-4.3811934965282451e-01,-1.1357148623999190e+03,9.9995419152529882e+02,-1.1357668901487727e+00,-1.7657888081789517e+00,6.3002191803017904e-01
485,1.0000000000000000e+03,9.9996082516883075e+02,-4.4196612862481377e-01,-1.1351856560536155e+03,1.0000000000000000e+03,-1.1351856560536155e+00,-1.7657888081789519e+00,6.3060315212533635e-01
486,1.0001199746876981e+03,9.9996082516883075e+02,-4.6773326125257991e-01,-1.1353390835293808e+03,1.0001199746876981e+03,-1.1352028879174290e+00,-1.7657888081789519e+00,6.3058592026152316e-01
487,9.9999045204425579e+02,9.9996082516883075e+02,-4.4427890924258417e-01,-1.1346892263238033e+03,9.9999045204425579e+02,-1.1347000603897628e+00,-1.7657888081789517e+00,6.3108874778918911e-01
488,1.0000571879229395e+03,9.9996082516883075e+02,-4.5957080746451445e-01,-1.1340856623409122e+03,1.0000571879229395e+03,-1.1340208100462155e+00,-1.7657888081789515e+00,6.3176799813273610e-01
489,9.9995802949178210e+02,9.9996082516883075e+02,-4.4191919262181267e-01,-1.1342610441974766e+03,9.9995802949178210e+02,-1.1343086517080647e+00,-1.7657888081789515e+00,6.3148015647088696e-01
490,9.9999999999999977e+02,1.0000263734383054e+03,-4.5719611834704749e-01,-1.1340234433133869e+03,9.9999999999999977e+02,-1.1340234433133871e+00,-1.7657888081789519e+00,6.3176536486556478e-01
491,9.9999306665441100e+02,1.0000263734383054e+03,-4.5761204925901444e-01,-1.1341660252193869e+03,9.9999306665441100e+02,-1.1341738888389163e+00,-1.7657888081789521e+00,6.3161491934003555e-01
492,9.9993348643645868e+02,1.0000263734383054e+03,-4.4758484084366978e-01,-1.1333447741413138e+03,9.9993348643645868e+02,-1.1334201619552751e+00,-1.7657888081789517e+00,6.3236864622367672e-01
493,9.9982322367985898e+02,1.0000263734383054e+03,-4.2800422705627050e-01,-1.1329878012198033e+03,9.9982322367985898e+02,-1.1331881220460460e+00,-1.7657888081789519e+00,6.3260068613290588e-01
494,9.9994316716005881e+02,1.0000263734383054e+03,-4.5422146941918656e-01,-1.1330689300953820e+03,9.9994316716005881e+02,-1.1331333292805170e+00,-1.7657888081789519e+00,6.3265547889843476e-01
495,1.0000000000000000e+03,1.0000150055509610e+03,-4.7031602253260768e-01,-1.1331155825766202e+03,1.0000000000000000e+03,-1.1331155825766202e+00,-1.7657888081789519e+00,6.3267322560233163e-01
496,9.9988838341481096e+02,1.0000150055509610e+03,-4.4993993751417222e-01,-1.1331113482474259e+03,9.9988838341481096e+02,-1.1332378363849300e+00,-1.7657888081789519e+00,6.3255097179402164e-01
497,9.9988026009230612e+02,1.0000150055509610e+03,-4.5006544887239308e-01,-1.1333230829543431e+03,9.9988026009230612e+02,-1.1334588032068140e+00,-1.7657888081789519e+00,6.3233000497213809e-01
498,9.9986836054475236e+02,1.0000150055509610e+03,-4.4971875261971467e-01,-1.1338742532154347e+03,9.9986836054475236e+02,-1.1340235354558801e+00,-1.7657888081789519e+00,6.3176527272307204e-01
499,9.9976518586040788e+02,1.0000150055509610e+03,-4.3168824722602983e-01,-1.1342381284785733e+03,9.9976518586040788e+02,-1.1345045261827524e+00,-1.7657888081789521e+00,6.3128428199619979e-01
500,1.0000000000000002e+03,9.9987447345246687e+02,-4.5567393119714089e-01,-1.1345042723774409e+03,1.0000000000000002e+03,-1.1345042723774406e+00,-1.7657888081789519e+00,6.3128453580151123e-01